Acessos;CorFolhaApical;CorPeciolo;CorFolhaDesenv;CorNerv;CorCortexCaule;CorExternaCaule;CorEpidCaule;CorRamosTerm;CorExternaRzs;CorCortexRzs;CorPolpaRzs;NLobulos;Pubescencia;FormaLobuloCentral;PosicaoPeciolo;Sinuosidade;ComprEstip;HabCrescCaule;TipoPlan;MargEstip;HabRamif;NiveisRam;ProemCicatrizesFolhas;FormaRzs;TxtEpidermeRzs;PresPedunculoRzs;PosicaoRzs;Flowering;DestqPelicRz;DestqCortexRz;ConstrRzs;ComprFilotaxia;AnguloRamif;PorteMod;HCNMod;RetFoliar;ComprLobulo;LargLobulo;RelComprLar;ComprPeciolo;EspEntreCasca;ComprMedRzs;DiamMedRzs;NRPl;AltPl;PPA;FRY;FRYC;FRYNC;IndColh;DMCsg
BGM-1144;5;5;5;5;3;7;2;5;4;2;3;3;1;5;7;3;5;1;2;1;2;2;2;2;3;5;3;0;4;3;2;5;90;3;8;1.8;14.6;4.94;2.971870748;17.54;4.26;26.46666667;73.83666667;3.666666667;1.8;22.25777778;13.95333333;8.514285714;7.348571429;44.82111111;34.38777778
BGM-1146;5;5;5;3;3;9;3;5;4;2;3;5;1;5;1;7;5;1;1;1;3;2;2;2;7;5;1;0;3;3;1;5;90;3;8;2;15.72;4.36;3.612000777;19.9;3.296666667;19;60.47;5;2.077142857;13.30285714;14.70571429;9.978333333;5.803333333;48.42714286;34.62142857
BGM-1147;7;7;5;3;3;9;1;5;2;2;3;5;0;5;3;7;5;1;1;1;2;3;2;2;3;5;NA;0;3;3;3;5;110;4;8;1.125;14.46;2.94;4.935637481;18.48;3.006666667;30.11111111;58.61111111;2.222222222;1.815555556;10.23666667;11.5;6.441428571;5.464285714;52.26;33.30125
BGM-1148;3;2;5;3;3;6;3;3;4;1;1;5;1;5;3;3;5;1;2;1;3;0;1;2;7;5;3;0;3;3;3;5;90;3;4;1.833333333;14.2;3.46;4.165001213;20.64;3.173333333;28.76666667;62.14666667;6.833333333;2.157692308;21.05692308;24.67769231;17.964;10.832;51.10615385;37.27153846
BGM-1150;5;7;5;3;3;9;2;5;4;1;2;5;0;5;3;3;5;1;2;1;1;0;2;2;7;5;3;0;4;3;3;5;0;5;4;2;11.36;3.58;3.182690865;17.2;4.18;23.46666667;67.89333333;6.666666667;2.191428571;33.56714286;32.94;26.83166667;5.043333333;46.52714286;35.62142857
BGM-1152;5;5;5;3;3;9;3;5;4;1;2;5;0;5;1;7;5;1;2;1;3;3;2;2;7;5;3;0;3;3;2;5;100;5;8;1.571428571;15.26;1.92;7.960877193;20.64;3.623333333;26.675;58.8625;4.375;1.993636364;15.71090909;14.22272727;10.887;5.556;44.49363636;37.768
BGM-1153;5;7;5;7;3;7;3;5;4;1;2;5;1;3;3;NA;5;1;2;1;2;0;2;2;7;5;3;0;3;3;2;5;90;5;3;1.555555556;14.04;4.48;3.139619219;21.62;3.05;26.66833333;61.42166667;4.416666667;2.022419355;22.18725806;24.29209677;17.81934426;8.544285714;52.6095082;36.43098361
BGM-1155;5;2;5;3;3;9;3;3;4;1;1;5;1;5;1;7;5;1;1;1;1;0;2;1;7;5;3;0;3;3;2;5;0;1;8;1.777777778;14.52;3.22;4.524749267;26.2;2.3;27.51666667;69.24833333;4.666666667;2.355714286;35.77857143;26.17785714;21.07230769;10.97538462;40.09857143;37.85428571
BGM-1156;5;2;5;3;3;6;2;3;4;1;1;5;1;5;3;3;5;1;1;1;2;2;2;2;7;5;3;0;3;3;2;5;90;5;8;1.714285714;13.96;4.12;3.412603092;17.56;2.71;22.325;67.14416667;4.958333333;2.2;25.95363636;21.86454545;15.57;9.123;46.52;37.09909091
BGM-1158;7;3;5;5;3;5;4;3;4;4;3;5;0;5;7;3;5;1;2;1;2;2;2;1;7;3;3;1;3;3;1;5;80;5;8;1.777777778;10.58;3.18;3.316685642;18.28;3.723333333;24.10833333;56.855;1.9175;2.025;28.684;15.73266667;10.63071429;7.371428571;27.23733333;36.20692308
BGM-1159;9;1;5;5;2;5;3;3;4;4;2;3;0;5;7;3;5;1;2;1;2;2;2;2;7;3;3;1;4;3;2;7;100;5;8;1.777777778;11.7;3.32;3.552412158;15.54;4.133333333;23.975;65.83666667;2.6675;1.974615385;30.95769231;10.76307692;6.7275;6.85;21.76384615;36.653
BGM-1160;3;5;5;3;3;9;3;5;4;2;1;5;1;5;3;3;5;1;2;1;2;NA;2;2;7;5;3;0;4;3;2;5;110;5;6;1;11.14;3.82;2.920408577;15.7;1.636666667;15.33333333;50.23666667;3;1.33;8.635;5;3.52;6.48;24.215;NA
BGM-1161;3;7;3;5;3;7;2;5;4;4;1;3;0;2;3;7;5;1;1;1;2;2;NA;2;7;5;3;0;4;7;1;5;100;5;3;2;10.46;3.58;2.930390721;15.96;2.353333333;17.2;49.10666667;3.666666667;2.2;20.4325;22.9425;19.64;1.91;44.7225;26.8875
BGM-1162;3;5;5;3;3;9;3;5;4;1;2;5;0;5;1;3;5;1;2;1;2;3;1;2;7;3;3;0;3;3;2;5;90;5;8;1.6;9.7;2.22;4.383864734;16.78;3.71;28.90416667;59.65;3.958333333;2.032;16.746;12.493;8.82;5.676666667;42.11;37.49555556
BGM-1163;7;1;5;3;3;6;1;3;4;2;1;3;1;5;3;3;3;1;2;1;3;3;1;2;7;5;3;1;4;7;2;5;100;3;4;1;12.64;2.9;4.368696259;12.42;1.483333333;21.33333333;71.39;5;2.262666667;31.358;31.91533333;27.895;6.599;51.62;36.81133333
BGM-1164;5;9;5;5;3;8;1;5;1;4;3;5;0;9;7;7;5;1;1;1;3;1;2;1;3;0;3;0;4;3;2;7;100;3;8;1.777777778;14.78;2.48;5.948809524;19.66;2.93;24.81583333;65.3375;3.624166667;2.4075;21.391875;21.065625;15.63133333;7.210666667;47.6675;32.743125
BGM-1165;7;3;5;3;3;9;3;3;4;1;1;5;0;5;3;7;5;1;1;1;1;0;1;2;7;5;3;0;3;3;3;5;0;1;NA;2;14.44;4.28;3.378038389;22.98;1.55;19.33333333;57.70666667;4.666666667;2.382;38.64733333;33.516;29.23928571;5.727;46.096;37.13733333
BGM-1167;5;7;5;5;3;9;2;5;4;1;1;5;1;5;3;3;5;1;1;1;2;1;2;2;7;5;3;1;3;3;1;5;70;3;6;1.714285714;13.9;2.42;5.755969697;22.44;3.15;25.475;49.93083333;6.333333333;2.214615385;25.43615385;21.04615385;12.01416667;10.70833333;44.81615385;35.80615385
BGM-1168;3;3;5;3;2;8;2;3;4;2;3;5;0;6;3;3;5;1;2;1;2;2;2;2;3;5;3;0;4;3;2;5;90;3;8;1.428571429;16.88;1.94;9.096052631;19.44;2.603333333;30.05;61.09;3.541666667;1.797692308;13.09;10.39846154;7.185;4.460833333;49.77538462;34.96846154
BGM-1171;3;1;5;3;2;3;4;3;3;1;1;5;1;5;3;3;5;1;1;1;2;1;2;2;7;5;3;0;4;3;3;7;60;1;8;1.8;16.78;3.42;4.919278309;24.94;2.846666667;30.21111111;56.86444444;3.555555556;2.066666667;21.0325;11.9975;8.415454545;3.511428571;36.45166667;41.90909091
BGM-1174;9;5;5;5;3;9;3;5;4;1;1;5;1;5;3;3;5;1;3;1;2;3;1;3;7;5;3;0;3;5;3;7;100;5;8;1.2;14.5;3.68;3.947631363;17.7;2.413333333;42.65555556;61.73;4.444444444;2.34;32.735;25.33666667;22.54636364;2.768571429;40.39166667;40.14416667
BGM-1175;7;5;5;3;3;9;2;5;4;2;1;5;0;5;3;3;5;1;1;1;3;0;2;2;7;5;3;1;3;3;2;7;60;5;8;2;15.86;4.78;3.320168011;19.44;2.406666667;26;55.14777778;2.444444445;2.11;20.345625;12.53625;9.141333333;2.82;34.37875;38.77
BGM-1176(M);7;7;3;5;2;5;4;5;3;2;1;1;0;5;3;7;3;2;2;1;3;3;2;3;7;5;3;1;3;3;1;5;100;4;2;1.25;12.6;3.28;3.848156879;15.22;1.34;30;53.46666667;7.333333333;2.075;19.1875;20.6125;17.81666667;5.07;52.4;34.3175
