Acessos,CorFolhaApical,CorPeciolo,CorFolhaDesenv,CorNerv,CorCortexCaule,CorExternaCaule,CorEpidCaule,CorRamosTerm,CorExternaRzs,CorCortexRzs,CorPolpaRzs,NLobulos,Pubescencia,FormaLobuloCentral,PosicaoPeciolo,Sinuosidade,ComprEstip,HabCrescCaule,TipoPlan,MargEstip,HabRamif,NiveisRam,ProemCicatrizesFolhas,FormaRzs,TxtEpidermeRzs,PresPedunculoRzs,PosicaoRzs,Flowering,DestqPelicRz,DestqCortexRz,ConstrRzs,ComprFilotaxia,AnguloRamif,ComprLobulo,LargLobulo,RelComprLar,ComprPeciolo,EspEntreCasca,ComprMedRzs,DiamMedRzs
BGM-2236,7,3,5,3,3,7,1,3,1,1,1,3,1,4,3,3,5,1,1,1,1,0,2,2,3,0,3,0,3,3,1,5,0,18.66,3.16,5.903672518,31.5,2.086666667,17.88888889,67.97444444
BGM-2237,7,5,5,3,3,7,1,3,1,1,1,5,1,5,7,7,5,1,2,1,2,1,2,2,3,0,2,0,4,3,1,5,110,21.64,5.8,3.730838537,30.34,1.923333333,23.66666667,46.37
BGM-2238,5,5,5,3,1,4,1,3,1,1,1,5,1,3,3,3,5,1,1,1,2,1,2,2,3,0,3,0,3,3,1,3,70,15.18,3.38,4.486943277,22.88,1.526666667,39.33333333,62.84333333
BGM-2239,7,5,5,3,1,4,1,3,1,1,1,5,1,3,3,7,5,1,1,2,2,1,2,2,3,0,3,0,4,3,3,3,90,17.16,3.88,4.414842069,26.32,1.483333333,24.33333333,53.60666667
BGM-2241,7,5,5,3,3,7,1,3,1,1,1,5,1,2,3,3,5,1,1,1,1,0,2,3,3,0,2,0,4,NA,2,3,0,15.92,5.3,3.048145815,26.98,1.253333333,28,38.68
BGM-2242,5,NA,5,3,3,7,2,3,1,2,1,5,1,3,3,NA,5,1,1,1,1,0,NA,2,3,5,3,1,3,3,1,3,0,18.22,5.34,3.41488356,28.12,1.4,17.33333333,42.39333333
BGM-2244,7,5,5,3,3,9,3,5,4,1,1,5,1,5,3,7,5,1,2,1,3,0,2,2,7,3,2,0,4,3,2,5,90,20,5.52,3.633052632,33.28,2.07,39.33333333,53.38333333
BGM-2245,5,3,5,3,3,8,3,3,4,4,1,3,0,5,3,3,5,1,2,1,2,2,2,2,7,0,3,0,3,NA,2,3,100,18.16,6,3.03100739,28.3,1.986666667,38.66666667,62.68666667
BGM-2247,7,5,5,3,3,8,3,3,3,1,1,3,1,5,7,7,5,1,2,1,1,0,NA,2,7,0,2,0,4,NA,3,3,0,19.9,5.02,3.968142334,29.02,NA,NA,NA
BGM-2248,9,3,5,3,3,8,3,5,4,2,1,5,1,5,5,3,5,1,2,1,3,2,2,2,7,0,2,0,4,3,2,3,90,16.12,4.9,3.290006653,28.4,1.706666667,25,45.06666667
BGM-2249,7,7,5,5,3,8,2,5,3,3,1,5,1,5,7,7,5,1,1,1,1,0,2,4,7,0,3,0,3,5,2,5,0,17.88,4.66,3.83764466,28.88,2.133333333,27.33333333,66.36666667
BGM-2251,5,5,5,3,3,8,3,3,3,3,1,5,1,6,3,3,5,1,1,1,2,0,NA,2,7,0,NA,0,4,NA,2,5,90,21.74,2.66,8.226461043,24.8,NA,NA,NA
BGM-2253,3,7,5,3,3,9,3,3,3,3,1,5,1,5,3,7,5,1,1,1,2,1,NA,2,7,0,2,0,4,NA,2,3,90,17.38,4.7,3.702813299,25.86,NA,NA,NA
BGM-2254,7,5,5,3,3,9,3,3,3,1,1,5,1,9,3,3,5,1,1,1,2,1,NA,2,7,3,NA,0,3,3,2,3,70,21.14,3.08,6.917969577,25.2,NA,NA,NA
BGM-2255,3,3,5,3,1,5,4,3,3,1,1,5,1,2,3,7,5,1,2,1,2,2,2,3,7,5,2,0,3,3,1,5,90,15.3,4.6,3.338112042,20.34,1.653333333,23.33333333,66.27
BGM-2256,7,3,5,3,1,3,4,5,4,3,1,5,1,5,3,7,5,1,2,1,2,2,2,4,7,0,3,1,4,3,3,3,100,18.18,5.36,3.393344008,28.52,2.71,37.66666667,67.30666667
BGM-2257,7,7,5,5,3,8,3,5,3,4,1,5,1,5,3,7,5,1,1,1,1,0,2,2,7,0,3,0,4,NA,2,3,0,17.3,4.84,3.57801773,26.9,2.74,25,55.73
BGM-2260,7,7,5,7,1,3,4,7,4,3,1,7,1,2,3,7,5,1,2,1,3,2,1,2,7,0,3,0,4,NA,2,5,90,17.74,5.12,3.467522327,36.14,2.93,41.33333333,92.00666667
BGM-2261,3,5,5,3,2,5,4,5,3,1,1,5,1,2,3,7,5,1,1,1,3,0,1,4,7,3,3,0,4,NA,3,3,90,17.7,5.24,3.383119658,22.06,1.353333333,38.33333333,50.43333333
BGM-2262,5,3,5,3,3,9,2,3,3,4,1,5,0,2,3,7,5,1,1,1,2,2,2,3,7,0,3,0,4,NA,1,5,100,15.52,4.9,3.177295875,22.24,2.043333333,31.66666667,54.34
BGM-2263,5,5,3,3,3,5,4,3,4,2,1,5,1,5,7,7,3,1,2,1,2,2,1,3,7,0,3,0,3,7,1,5,100,16.5,4.54,3.651758828,27.2,1.94,25.5,59.48666667
BGM-2264,7,7,3,3,3,9,4,3,4,1,1,3,1,5,3,7,3,1,1,1,2,3,1,3,7,5,2,0,3,3,2,5,95,16.14,4.86,3.319913787,18.9,2.665,38.66666667,61.78666667
BGM-2265,5,7,5,3,3,6,3,5,4,3,1,3,0,4,3,7,5,1,1,1,2,2,2,3,7,0,3,0,3,3,1,3,80,17.16,2.8,6.138058748,24.72,1.086666667,27.33333333,45.71666667
BGM-2266,5,7,5,5,1,5,4,7,3,1,1,5,1,5,3,7,5,1,1,1,1,0,2,3,7,0,2,0,4,NA,2,5,0,18.46,4.36,4.237218699,27.66,1.363333333,31.33333333,53.34
BGM-2267,7,5,5,3,3,8,2,5,3,3,1,5,1,5,7,7,5,1,2,1,1,0,2,3,7,3,3,0,4,NA,2,5,0,19.2,5,3.843899713,29.08,1.92,27.66666667,53.13333333
BGM-2268,7,7,5,5,3,8,3,5,3,3,1,5,1,5,7,7,5,1,1,1,1,0,2,4,7,3,2,0,3,3,1,5,0,14.1,3.48,4.055679082,18.48,2.193333333,32,49.08
BGM-2270,7,7,5,3,3,7,1,NA,3,3,1,5,1,6,3,3,5,1,1,1,1,0,2,2,7,0,1,0,3,3,1,3,0,19.3,2.02,9.639552041,22.78,1.89,18.66666667,38.56
BGM-2271,7,7,5,5,3,8,2,5,4,4,1,3,1,5,3,7,5,1,1,1,1,0,2,2,7,5,3,0,4,3,2,5,0,19.6,4.96,3.964869976,33.08,2.093333333,27.33333333,48.84
BGM-2273,7,2,5,3,3,8,3,3,4,1,1,5,1,5,3,7,5,1,2,1,1,0,2,2,7,0,3,0,3,3,2,5,0,17.36,3.58,4.875066331,23.98,1.583333333,23.33333333,58.00666667
BGM-2274,7,5,5,3,3,6,2,3,4,1,1,5,1,5,3,7,5,1,2,1,1,0,NA,3,7,0,NA,0,4,NA,1,3,0,18.32,5.04,3.640107927,23.5,NA,NA,NA
BGM-2275,7,5,5,3,3,8,3,3,4,1,1,5,1,5,7,7,5,1,2,1,1,0,2,2,7,5,3,0,4,3,2,3,0,19.76,5.46,3.649397348,26.24,1.31,36.66666667,54.50333333
BGM-2276,5,5,5,3,1,3,4,3,4,1,1,3,1,2,3,3,5,1,1,1,2,1,2,2,7,5,1,1,3,3,1,5,90,12.68,4.32,2.967827775,17.16,1.453333333,24.22222222,46.02111111
BGM-2278,7,5,5,3,3,9,1,3,1,1,1,5,1,5,3,3,5,1,1,1,1,0,2,2,3,5,3,0,3,3,2,3,0,12.12,1.64,7.438137255,13.68,1.606666667,42,60.28666667
BGM-2279,7,5,5,5,3,6,2,5,4,1,1,3,1,5,3,3,3,1,1,1,2,2,1,2,7,3,3,0,3,3,2,3,95,14.06,4.28,3.287748794,20.25,2.348541667,33.75,58.78666667
BGM-2281,7,5,5,3,1,4,1,5,1,1,1,5,1,5,3,7,5,1,1,1,1,0,NA,2,3,0,NA,0,4,NA,3,3,0,17.52,4.5,3.899173046,28.76,NA,NA,NA
BGM-2283,7,5,5,3,1,3,4,3,4,3,1,3,1,9,3,3,5,1,2,1,1,0,2,2,7,0,2,0,4,3,2,3,0,20.26,6.02,3.371829645,34.64,1.85,31.66666667,51.50333333
BGM-2284,5,1,5,3,1,5,4,3,3,4,1,5,0,5,7,3,5,1,2,1,3,1,2,3,7,0,3,0,3,5,2,3,100,17.96,6.16,2.912933758,25.9,2.15,25.33333333,49.73333333
BGM-2289,5,5,5,3,3,6,4,3,4,1,1,5,1,5,7,3,5,1,2,1,3,3,2,3,7,5,2,1,3,3,2,5,80,9.46,2.76,3.494119993,2.08,1.6,30,50.73
BGM-2290,3,5,5,3,1,5,4,3,2,1,1,5,1,2,3,7,5,1,1,1,1,0,1,2,7,5,2,0,4,7,1,3,0,14.92,3.66,4.100090986,19.06,2.043333333,26.33333333,71.81333333
BGM-2291,7,7,3,3,2,5,4,3,4,1,1,3,1,5,7,7,3,1,1,1,2,3,1,3,7,3,3,1,3,3,1,5,100,10.38,3.22,3.232324897,16.24,1.303333333,27.66666667,38.70666667
BGM-2292,7,7,5,5,3,9,3,5,4,3,1,5,1,5,3,7,5,1,2,1,2,2,1,2,7,5,3,0,3,3,1,3,110,10.5,3.56,2.97519081,13.76,2.98,32,50.26
BGM-2293,3,1,5,3,3,9,3,3,4,2,2,3,0,5,7,3,5,1,1,1,3,2,1,2,NA,5,3,0,4,3,2,5,90,12.74,3.86,3.317660819,12.16,3.656666667,22.66666667,73.7
BGM-2294,5,7,3,5,3,8,1,5,3,2,1,5,1,5,7,3,5,1,1,1,1,0,2,3,7,5,2,0,4,NA,3,5,0,16.02,4.5,3.57030563,30.56,1.513333333,20,56.81666667
BGM-2297,5,7,3,3,2,5,4,5,4,2,1,3,1,5,7,3,3,1,2,1,2,3,1,3,7,5,3,0,3,3,2,5,100,17.18,4.2,4.095590321,26.36,2.058333333,26.5,56.46333333
BGM-2325,7,9,3,3,3,9,4,3,4,1,2,3,1,5,1,3,3,1,1,1,3,2,2,3,7,5,3,1,3,3,1,5,95,15.22,3.74,4.119835309,17.24,1.626666667,33,54.44
BGM-2326,7,3,5,3,2,4,2,5,1,1,1,3,1,3,5,3,3,1,2,1,2,2,1,3,7,0,3,1,3,7,2,3,90,13.46,3.28,4.111742424,18.06,2.043333333,29.66666667,47.39666667
BGM-2328,3,5,3,3,3,6,2,3,3,1,1,3,1,4,3,7,3,1,4,1,2,2,1,3,3,0,2,0,3,3,1,3,90,12.67,2.75,4.7343766,16.9,2.029166667,21.66666667,63.51416667
BGM-2329,5,2,3,3,3,9,4,3,4,1,1,5,1,5,5,3,3,1,1,1,2,2,2,3,7,3,3,0,3,3,2,3,110,14.83,3.81,3.910047576,16.46,2.576666667,33,54.44666667
BGM-2330,7,5,3,3,3,9,4,3,4,1,1,3,1,5,7,7,3,1,2,1,2,2,2,3,7,3,2,1,3,3,2,5,120,15.02,4.83,3.161028274,18.28,1.785,35.66666667,52.00416667
BGM-2331,3,5,3,3,3,8,2,3,3,1,1,3,1,5,3,3,5,1,4,1,1,2,1,3,3,3,3,1,3,3,1,3,110,15.9,4.85,3.284159446,14.59,2.515,28.66666667,65.30416667
BGM-2333,7,5,3,3,3,9,2,3,3,1,1,3,1,5,3,3,3,1,1,1,2,2,2,3,3,5,3,0,3,3,1,5,90,10.18,3.16,3.22308709,12.74,2.19,25.33333333,44.93
BGM-2334,7,3,5,3,3,8,2,3,1,1,1,5,1,4,3,3,3,1,4,1,1,0,1,3,3,5,3,0,4,3,1,3,0,12.44,2.42,5.201969295,17.3,1.513333333,34,47.74
BGM-2335,7,5,3,3,3,6,4,3,3,1,1,3,1,5,7,3,3,1,1,1,2,2,1,3,7,3,3,0,3,3,1,5,100,11.78,3.24,3.638039216,12.52,2.11,30.33333333,50.90666667
BGM-2336,3,5,3,3,3,5,4,3,4,1,1,1,1,5,3,3,3,1,1,1,3,2,2,3,7,0,3,1,3,5,2,5,105,12.46,3.5,3.567070779,18.46,2.666666667,28.66666667,55.83766667
BGM-2337,5,5,3,3,2,6,2,5,3,1,2,5,1,8,1,3,3,1,1,1,1,0,1,4,7,5,3,0,4,3,1,3,0,19.72,1.84,10.91992785,23.74,2.433333333,19.66666667,59.41666667
BGM-2338,3,7,3,5,3,9,4,3,4,4,1,3,1,5,5,3,3,1,1,1,2,3,1,3,7,5,3,1,3,3,1,5,100,12.94,3.55,3.649023711,14.93,2.280833333,33.5,53.30666667
BGM-2339,5,7,3,5,3,9,3,5,4,1,1,5,0,5,3,7,5,1,1,1,2,1,1,3,7,5,3,0,4,3,2,3,80,19.88,5.04,3.956048723,27.94,1.7225,25.01166667,46.59166667
BGM-2340,5,5,3,3,3,6,2,5,4,1,1,5,1,5,1,3,3,1,1,1,2,2,2,3,7,5,2,0,3,3,1,3,130,14.88,2.66,5.663008798,17.8,1.578333333,30.33333333,51.33333333
BGM-2341,7,2,3,3,3,9,4,3,4,1,1,7,1,5,3,3,3,1,1,1,3,3,2,3,7,5,3,0,3,3,2,5,95,13.12,3.84,3.414632736,20.98,1.063333333,18,65.33333333
BGM-2342,5,3,5,3,3,9,3,3,3,1,2,5,1,4,3,7,5,1,2,1,2,2,1,3,7,0,3,0,3,3,3,5,95,7.4,1.62,4.623275336,13.72,1.866666667,16.33333333,51.26333333
BGM-2343,7,3,5,3,3,9,3,5,3,1,2,5,1,5,3,7,5,1,2,1,2,3,1,3,7,0,2,0,3,NA,1,3,90,12.22,3.88,3.183763237,17.54,1.713333333,26.66666667,47.56
BGM-2344,3,5,5,3,3,8,2,3,3,2,2,5,1,2,3,7,5,1,4,1,1,0,2,3,7,5,2,0,3,3,1,5,0,12,3.34,3.607647907,18.08,1.87,29,35.72666667
BGM-2345,5,9,3,5,3,9,4,3,4,1,2,5,1,5,1,3,3,1,1,1,3,2,1,3,7,5,3,0,4,3,1,3,110,9.71,3.46,2.786567009,16.96,1.871666667,18.83333333,43.09
BGM-2346,3,5,5,3,1,4,1,5,3,1,2,5,1,5,3,7,5,1,2,1,2,2,1,3,7,0,2,1,3,3,2,5,90,10.74,3.64,2.967527151,20.2,1.573333333,26.66666667,47.93
BGM-2347,7,3,5,5,NA,3,3,3,3,2,1,7,1,6,3,3,5,1,2,1,1,0,1,3,7,5,3,0,4,3,2,5,0,14,2,7.089646465,17.64,1.456666667,31,43.22333333
BGM-2348,7,3,5,3,3,9,3,3,3,1,2,5,1,5,3,7,5,1,2,1,1,0,1,3,7,5,2,0,3,3,2,5,0,14.9,4.08,3.652101846,24.94,2.18,26,43.09
BGM-2349,7,5,3,7,3,9,4,3,4,1,1,5,1,5,3,7,3,1,1,1,1,0,2,2,7,3,2,0,3,NA,1,3,0,16.34,3.14,5.218554671,25.26,1.675,30.33333333,51.12333333
BGM-2351,7,7,3,3,3,9,4,3,4,1,1,5,1,5,3,3,3,1,1,1,2,2,2,3,7,0,3,0,3,3,2,5,97.5,13.82,4.15,3.329096474,24.26,2.5975,28.25,67.46833333
BGM-2352,3,3,3,3,3,6,2,3,1,1,1,5,1,5,7,7,3,1,1,1,3,2,2,3,7,5,2,0,4,3,1,5,100,7.76,2.5,3.101307692,11.68,1.89,29.5,66.99666667
BGM-2353,7,5,3,3,2,5,4,3,4,1,3,5,1,5,3,3,3,1,2,1,2,2,1,3,7,5,2,0,4,3,1,3,105,12.74,3.92,3.243204039,15.02,2.193333333,37.16666667,55.395
BGM-2354,7,3,5,3,3,7,1,3,3,1,1,5,1,3,3,3,5,1,2,1,1,0,2,3,7,5,3,0,4,3,1,5,0,8.8,1.44,6.157088989,10,2.123333333,29,62.63
BGM-2355,7,5,5,3,1,5,4,7,2,1,1,5,1,2,1,7,5,1,2,1,2,3,1,2,3,5,3,1,3,3,1,7,120,12.9,4.16,3.100836819,18.3,2.76,30.56666667,65.51222222
BGM-2356,7,7,5,5,3,9,3,5,4,1,1,5,1,5,3,7,5,1,2,1,2,2,2,2,7,5,3,0,3,3,1,3,110,16.16,4.94,3.287092866,21,2.98,27.66666667,52.86333333
BGM-2357,3,1,5,3,3,9,3,3,4,2,2,3,0,5,7,3,5,1,1,1,3,2,2,2,NA,5,3,0,4,3,2,5,90,17.62,3.84,4.604416769,16.3,3.656666667,24.22222222,72.14444444
BGM-2358,9,7,5,9,3,6,2,7,4,1,5,3,0,5,1,3,3,1,1,2,2,3,1,2,7,5,2,1,3,3,2,5,90,8.9,3.76,2.370202669,21.7,3.203333333,32.33333333,72.54333333
BR-11-03-01,5,5,3,3,3,9,4,3,4,1,1,3,1,5,7,3,5,1,2,1,2,3,1,3,7,3,3,1,3,3,2,5,95,14.08,3.3,4.285730624,14.42,1.94,29.33333333,55.56666667
BR-11-24-156,3,7,3,5,3,9,4,3,4,1,1,5,1,5,1,3,5,1,1,1,2,2,2,3,7,0,3,0,3,3,2,3,100,15.42,5,3.091467366,23.56,2.953333333,40.66666667,75.20333333
BR-11-34-41,3,3,3,3,2,5,4,3,4,3,1,3,1,5,5,7,5,1,2,1,3,2,2,3,7,5,3,1,4,3,2,7,90,14.98,3.9,3.853508323,19.24,2.463333333,27.66666667,72.79333333
BR-11-34-45,9,5,3,7,2,5,4,5,4,1,2,5,1,5,3,7,3,1,3,1,3,2,2,3,7,5,3,0,3,3,2,5,115,15.56,4.36,3.567244678,27.54,1.93,39.33333333,68.56
BR-11-34-64,7,7,3,5,2,5,4,5,4,1,1,5,1,5,7,3,5,1,2,1,3,2,1,3,7,5,3,0,4,3,2,3,110,19.56,4.96,3.947180015,25.92,2.65,32.33333333,67.43666667
BR-11-34-69,7,3,3,3,2,5,4,3,4,1,1,3,1,5,5,3,3,1,1,1,3,2,2,3,7,0,NA,1,3,3,1,7,105,13.04,3.3,3.980416667,18.14,3.233333333,30.66666667,63.92333333
BR-12-107-02,3,5,3,3,2,9,2,3,4,3,2,3,1,4,3,3,3,1,1,1,2,2,1,3,7,5,3,0,3,3,1,5,100,15.74,3.42,4.60635101,19.3,1.626666667,33.66666667,61.13666667
BRS-396,7,3,5,3,3,6,4,3,2,2,2,3,1,5,7,3,3,1,3,2,2,1,2,3,3,5,3,1,3,3,2,3,80,10.8,2.78,4.075925926,13.8,1.76,13.66666667,37.38
BRS-399,7,5,5,3,3,6,4,3,2,2,2,3,0,5,3,3,3,1,4,1,1,0,2,3,7,5,2,1,3,3,2,3,0,13,3.32,3.938888889,15.02,1.313333333,25,32.06666667
BRS-Amansa-Burro,5,3,5,3,3,9,2,3,3,1,1,3,1,5,3,3,5,1,2,1,3,2,1,2,7,0,3,1,3,3,2,5,100,14.68,3.78,3.897276057,14.98,1.906666667,28.33333333,61.98
BRS-Caipira,3,5,3,3,3,6,2,5,4,1,1,5,1,5,3,7,3,1,3,1,2,2,2,3,7,5,3,0,3,3,1,5,100,19.9,4.72,4.231711381,29.56,2.923333333,28,28.54333333
BRS-CS01,7,5,5,3,2,5,4,3,1,1,1,5,1,4,3,3,5,1,1,2,2,2,1,3,3,5,3,0,3,3,2,5,110,13.26,2.04,6.515684666,15.84,1.496666667,24,49.13666667
BRS-Dourada,7,3,3,5,2,5,4,7,4,3,5,5,1,5,3,7,3,1,1,1,2,3,2,2,7,5,3,1,NA,NA,1,5,120,20.3,5.08,4.054469075,26.6,3.01,26.80416667,64.97583333
BRS-Formosa,7,3,5,3,2,8,1,3,3,1,1,5,1,4,3,7,5,1,1,1,2,2,1,2,7,0,2,0,4,7,1,7,90,20.08,3.38,5.965901116,31.5,2.446666667,27.21333333,63.15833333
BRS-Formosa-Tetra,3,5,5,3,3,8,2,3,4,1,1,3,1,5,1,3,3,1,1,2,2,1,2,2,7,0,3,0,3,7,1,5,85,7.74,2.52,3.229495798,10.92,1.4,0.103333333,42.55666667
BRS-Gema-de-Ovo,7,7,5,5,3,9,3,5,4,1,2,5,1,2,3,7,5,1,2,1,2,2,2,2,7,5,3,0,NA,NA,2,5,120,18.6,5.32,3.507471436,26.8,3.12,32.21666667,62.19083333
BRS-Guaira,7,1,3,3,2,8,2,3,1,1,1,5,1,5,3,3,3,1,2,1,2,2,2,3,7,5,3,0,3,3,2,3,90,12.46,2.96,4.224525012,14.48,1.853333333,29.66666667,51.87333333
BRS-Jari,9,7,3,3,2,5,4,5,4,3,3,1,1,5,7,3,3,1,2,1,2,3,1,3,7,5,2,1,3,3,1,5,105,14.05,4.47,3.149707577,16.58,1.65,27.53944444,61.32
BRS-Kiriris,3,7,5,3,1,5,4,3,4,1,1,5,1,5,3,7,5,1,1,1,2,2,1,2,7,0,2,0,3,3,2,7,90,19.66,5.4,3.650786436,27.3,2.75,29.91666667,61.16666667
BRS-Mulatinha,7,2,3,3,3,9,4,3,4,1,1,3,1,5,7,3,3,1,1,1,2,2,2,3,7,5,3,0,3,3,2,5,100,14.85,4,3.729110971,20.05,2.165,24.01666667,66.18916667
BRS-NovoHorizonte,7,5,3,3,3,6,2,3,3,1,1,3,1,5,3,3,3,1,1,1,2,3,1,3,3,5,3,0,3,3,1,5,100,15.03,3.63,4.143209321,18.49,4.710833333,32.16833333,68.58097917
BRS-Poti-Branca,7,3,3,3,3,7,2,3,3,1,1,5,1,5,3,3,3,1,3,1,2,2,2,3,7,5,2,1,3,3,2,5,100,16.85,4.48,3.768320601,28.44,4.04,29.38533333,54.16433333
BRS-Tapioqueira,3,2,3,5,3,9,2,5,4,3,1,1,1,5,3,3,3,1,2,1,2,3,2,3,7,5,3,1,3,5,1,5,115,15.01,3.46,4.327503332,16.62,2.589166667,27.09979167,71.99916667
BRS-Verdinha,3,2,3,3,3,8,2,3,1,1,1,3,1,5,3,3,3,1,2,1,2,2,1,3,3,0,3,0,3,3,1,5,100,15.05,3.47,4.341172357,22.07,3.03,24.64791667,55.35875
Cana-Verde,3,9,3,5,3,7,2,3,4,3,1,5,1,5,3,3,3,1,3,1,2,1,2,3,7,3,2,1,3,3,1,5,90,16.36,5.3,3.08730575,26.44,1.16,16,38.86666667
Capixaba,7,2,5,3,3,9,2,5,3,1,1,5,1,5,3,3,3,1,4,1,1,0,2,3,7,0,3,0,3,3,2,5,0,20,4.74,4.237685185,24.8,1.82,27.66666667,68.68666667
CL Acre,3,1,5,3,3,9,2,3,4,1,1,3,1,5,3,3,5,1,1,1,2,2,2,3,7,3,3,0,3,3,1,3,100,13.3,4.8,2.776133987,20.6,1.49,35.66666667,45.35666667
CL Rangel,3,3,5,3,2,5,4,3,4,1,1,5,1,7,1,3,5,1,3,2,2,1,2,3,3,0,2,0,3,3,1,3,95,15.7,3.14,5.132322557,19.64,1.11,26.33333333,52.39333333
Conquista-1,7,3,5,3,2,6,4,3,4,1,3,5,1,4,5,3,5,1,1,1,2,2,2,2,7,5,1,0,3,3,2,5,100,19.8,2.68,7.429458689,20.94,2.063333333,21,56.08
Conquista-2,7,1,3,3,3,9,4,3,4,1,1,5,1,5,3,3,3,1,1,1,2,2,2,3,7,5,1,0,3,3,1,3,100,12.88,4.1,3.141570806,19.58,1.49,27,42.04
CPAFRO-03,3,2,5,3,3,6,2,3,4,2,3,5,1,5,3,3,5,1,2,2,2,3,1,3,7,5,2,1,3,3,2,5,100,15.64,4.04,3.879940053,15.64,2.036666667,31.66666667,51.23
CPAFRO-04,7,2,5,3,3,9,4,3,4,2,3,5,1,5,5,3,5,1,1,NA,1,3,1,3,3,5,2,1,3,5,2,7,0,16.6,4.32,3.855493669,18.1,1.97,51,79.2
CPAFRO-05,5,9,3,7,1,7,1,3,1,1,1,5,1,5,5,3,5,1,2,NA,1,3,1,3,3,0,2,0,3,3,2,3,0,17.5,5.26,3.325604766,30.64,2.5,47,53.91
CPAFRO-06,7,2,3,3,3,9,4,3,4,1,2,3,1,4,1,3,3,1,4,2,1,0,2,3,7,3,2,0,3,3,2,3,0,10.2,1.86,5.611764706,10.6,1.635,20.33333333,46.47666667
CPAFRO-07,5,9,5,7,3,9,2,5,4,1,1,5,1,5,5,3,3,1,1,1,2,2,1,3,7,5,2,0,3,3,2,5,90,15.4,3.86,3.996188496,22.84,1.835,26,47.06666667
CPAFRO-08,7,3,5,3,3,6,2,3,4,3,2,5,0,5,3,3,3,1,1,NA,2,1,1,3,3,3,2,1,3,3,2,3,NA,13.06,4.08,3.204615385,16.5,2,20.66666667,61.2
CPAFRO-09,3,5,3,3,3,9,2,3,3,2,3,3,1,5,3,3,3,1,1,NA,1,3,1,1,7,0,1,1,4,3,2,5,0,11.34,3.78,3.006251293,17.46,3.763333333,19,85.49333333
CPAFRO-12,5,2,7,3,2,5,4,3,4,1,1,3,1,5,1,3,3,1,1,1,2,3,2,2,7,3,2,0,3,3,2,5,100,13.28,3.56,3.731582624,17.82,1.206666667,36.66666667,57.13333333
CPAFRO-13,5,7,3,3,3,6,2,3,4,3,1,5,1,5,1,3,3,1,1,1,2,3,1,3,3,5,2,1,3,3,2,5,90,13.76,4.3,3.222125323,21.12,3.016666667,32.33333333,81.75
CPAFRO-15,5,2,5,3,3,9,4,3,4,1,1,5,0,5,5,3,5,1,1,1,2,2,1,3,7,5,2,0,3,3,2,5,90,14.7,4.68,3.155026737,19.46,2.256666667,44.33333333,80.77
CPAFRO-16,5,2,3,3,3,6,2,3,4,1,1,3,1,5,1,3,3,1,1,2,2,1,2,3,7,0,2,0,3,3,2,5,90,8.7,3.16,2.851308451,11.7,2.003333333,27.66666667,50.52
CPAFRO-18,7,2,3,3,3,6,2,3,3,1,1,5,1,5,3,3,5,1,1,1,2,2,1,3,3,5,2,1,3,3,3,5,80,14.86,4.06,3.669326224,18.48,2.06,31,76.00666667
CPAFRO-21,5,9,3,3,3,6,4,5,4,3,1,3,1,5,5,3,3,1,1,2,2,3,2,3,3,3,2,1,3,7,2,5,90,9.3,3.38,2.72649287,14.64,2.366666667,32.33333333,51.25
CPAFRO-24,7,2,1,3,2,5,4,3,4,2,1,3,0,5,1,3,3,1,1,2,2,3,1,3,7,5,2,1,3,3,2,5,95,11.8,3.78,3.135206718,13.74,1.703333333,27.33333333,38.58
CPAFRO-27,3,9,3,7,3,7,2,3,4,3,1,5,1,5,3,3,3,2,1,2,2,3,1,3,7,5,2,1,3,3,2,7,100,11.92,4.38,2.720440283,18.48,2.23,26.33333333,63.28333333
CPAFRO-28,5,9,3,5,3,9,4,5,4,3,1,3,1,5,5,3,5,1,1,2,2,2,1,3,3,5,2,0,4,3,2,5,80,11.62,4.48,2.599605943,16.2,1.846666667,25,42.63333333
CPAFRO-29,7,3,5,3,3,9,4,3,4,1,1,5,1,5,5,3,5,1,1,2,2,3,2,4,7,5,3,0,3,3,2,3,90,12.62,4.1,3.080997415,17.9,1.426666667,29.33333333,60.08
CPAFRO-30,3,9,3,7,3,6,2,5,4,3,1,3,1,5,1,3,5,1,1,1,2,2,2,3,3,3,3,0,3,3,1,3,100,11.8,4.14,2.85770243,18.38,1.176666667,34.66666667,40.01666667
CPAFRO-33,5,2,3,3,3,9,4,3,4,1,1,3,1,5,5,3,5,1,2,1,3,3,2,3,7,3,1,1,3,3,1,3,90,11.24,2.88,3.921520147,8.5,1.69,30.33333333,43.24
CPAFRO-35,5,5,5,3,2,5,4,3,4,1,1,5,1,5,5,3,5,1,1,1,2,3,1,3,3,0,2,0,4,7,2,7,110,14.2,4.44,3.193706611,18.98,3.603333333,40.33333333,104.8233333
CPAFRO-40,3,9,3,5,3,9,4,3,4,3,1,3,1,5,5,3,3,1,1,2,2,2,1,3,3,3,2,0,3,5,2,7,90,11.42,3.42,3.372959802,15.3,2.19,32.66666667,54.49666667
CPAFRO-42,3,3,5,3,3,8,4,3,4,1,1,3,1,5,5,3,5,1,2,1,3,3,2,3,7,3,3,0,3,3,1,3,90,15.24,4.04,3.780676692,21.64,1.236666667,28.66666667,58.57
