PLOT ;Ano;Campo;Local;Genotipos-BGM-;Genotipos;Bloco;PRC;PTR;"Peso da parte aerea			|CO_334:0000016";IC;"Altura de planta			|CO_334:0000018";"Altura de planta sem folha			|CO_334:0000125";NMa ;DMC (specific gravimetry);HCN (Lab);PROD-AMD;"Porte de planta			|CO_334:0000099";PRNC;Vigor;"Retencao foliar			|CO_334:0000048";"Numero de raiz			|CO_334:0000011";Peso raiz ;Teor de amido Corrigido;DMC Forno;"HCN-1			|CO_334:0000091";"HCN-2			|CO_334:0000091";"HCN-3			|CO_334:0000091";"HCN-4			|CO_334:0000092";"HCN-5			|CO_334:0000093";"HCN-6			|CO_334:0000094";"HCN-7			|CO_334:0000095";"HCN-8			|CO_334:0000096";"HCN-9			|CO_334:0000097"
-;2014;BAG2;UFRB (Cruz das Almas);BGM-2157;BGM-2157;10;1.7;5.23;7.78;40.19;1.33;-;-;34.42;-;1.56;5;3.52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2014;BAG2;UFRB (Cruz das Almas);BGM-2158;BGM-2158;10;10.15;21.45;20.78;50.79;2.1;-;-;34.86;-;6.48;1;11.3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2014;BAG2;UFRB (Cruz das Almas);BGM-2159;BGM-2159;10;8.43;14.58;14.1;50.85;1.58;-;-;35.92;-;4.56;5;6.16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2014;BAG2;UFRB (Cruz das Almas);BGM-2187;BGM-2187;10;5.28;8.33;6.25;57.14;1.3;-;-;34.24;-;2.47;5;3.06;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2014;BAG2;UFRB (Cruz das Almas);BGM-2188;BGM-2188;9;1.22;5.53;15.56;26.22;2.02;-;-;33.38;-;1.59;3;4.31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2014;BAG2;UFRB (Cruz das Almas);BGM-2189;BGM-2189;9;7.35;13.31;8.63;60.66;1.12;-;-;35.54;-;4.11;5;5.96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2014;BAG2;UFRB (Cruz das Almas);BGM-2193;BGM-2193;7;9.46;15.28;4.34;77.88;1.4;-;-;33.76;-;4.45;5;5.82;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2014;BAG2;UFRB (Cruz das Almas);BGM-2194;BGM-2194;9;7.15;13.82;8.75;61.23;1.12;-;-;35.13;-;4.21;5;6.67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2014;BAG2;UFRB (Cruz das Almas);BGM-2195;BGM-2195;10;3.89;12.8;5.19;71.17;1.43;-;-;32.36;-;3.55;5;8.91;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2014;BAG2;UFRB (Cruz das Almas);BGM-2196;BGM-2196;10;4.86;16.16;8.02;66.83;1.3;-;-;35.38;-;4.97;5;11.3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2014;BAG2;UFRB (Cruz das Almas);BGM-2197;BGM-2197;9;9.97;20.5;8.51;70.67;1.4;-;-;34.3;-;6.08;5;10.53;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2014;BAG2;UFRB (Cruz das Almas);BGM-2198;BGM-2198;10;0;2.43;4.25;36.36;1.1;-;-;34.36;-;0.72;5;2.43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2014;BAG2;UFRB (Cruz das Almas);BGM-2199;BGM-2199;9;8.18;16.45;8.83;65.06;1.27;-;-;32.5;-;4.58;5;8.26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2014;BAG2;UFRB (Cruz das Almas);BGM-2201;BGM-2201;7;7.08;11.68;3.86;75.14;0.87;-;-;25.7;-;2.46;5;4.6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2014;BAG2;UFRB (Cruz das Almas);BGM-2201;BGM-2201;10;2.78;6.53;4.1;61.44;0.95;-;-;33.75;-;1.9;5;3.75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2014;BAG2;UFRB (Cruz das Almas);BGM-2202;BGM-2202;9;4.38;11.42;8.51;57.32;1.45;-;-;31.86;-;3.11;5;7.05;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2014;BAG2;UFRB (Cruz das Almas);BGM-2205;BGM-2205;10;1.94;6.32;12.32;33.91;1.57;-;-;27.03;-;1.41;5;4.38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2014;BAG2;UFRB (Cruz das Almas);BGM-2206;BGM-2206;10;4.08;8.17;8.26;49.7;1.77;-;-;33.48;-;2.35;5;4.08;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
