PLOT ;Ano;Campo;Local;Genotipos-BGM-;Genotipos;Bloco;PRC;PTR;"Peso da parte aerea			|CO_334:0000016";IC;"Altura de planta			|CO_334:0000018";"Altura de planta sem folha			|CO_334:0000125";NMa ;DMC (specific gravimetry);HCN (Lab);PROD-AMD;"Porte de planta			|CO_334:0000099";PRNC;Vigor;"Retencao foliar			|CO_334:0000048";"Numero de raiz			|CO_334:0000011";Peso raiz ;Teor de amido Corrigido;DMC Forno;"HCN-1			|CO_334:0000091";"HCN-2			|CO_334:0000091";"HCN-3			|CO_334:0000091";"HCN-4			|CO_334:0000092";"HCN-5			|CO_334:0000093";"HCN-6			|CO_334:0000094";"HCN-7			|CO_334:0000095";"HCN-8			|CO_334:0000096";"HCN-9			|CO_334:0000097"
-;2015;BAG1-2;CNPMF;BGM-0264;BGM-0264;1;17.71;20.4;30.9;39.76;2.1;-;-;37.07;-;6.61;3;2.69;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0264;BGM-0264;2;21.01;23.96;33.51;41.69;2.03;-;-;38.08;-;8.01;3;2.95;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0264;BGM-0264;3;12.8;17.23;28.56;37.63;2.02;-;-;36.39;-;5.47;1;4.43;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0264;BGM-0264;4;10.42;16.49;25.17;39.58;2.17;-;-;36.65;-;5.28;3;6.08;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0264;BGM-0264;5;20.59;25.01;27.84;47.32;2.07;-;-;36.9;-;8.07;5;4.42;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0264;BGM-0264;6;13.8;20.66;17.97;53.48;2.13;-;-;35.73;-;6.42;3;6.86;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0264;BGM-0264;7;12.41;16.41;28.04;36.91;2.12;-;-;36.86;-;5.28;3;3.99;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0264;BGM-0264;8;15.1;22.74;29.73;43.34;1.98;-;-;36.86;-;7.33;3;7.64;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0264;BGM-0264;9;13.25;17.32;25.28;40.66;1.97;-;-;36.05;-;5.44;5;4.07;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0264;BGM-0264;10;17.62;18.59;16.77;52.58;2.07;-;-;38.31;-;6.26;3;0.97;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0270;BGM-0270;1;3.47;6.21;20.75;23.03;2.37;-;-;36.86;-;2;5;2.73;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0279;BGM-0279;1;20.79;27.13;34.42;44.08;3.03;-;-;32.5;-;7.56;1;6.34;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0285;BGM-0285;10;8.51;18.05;15.31;54.1;2.1;-;-;34.02;-;5.3;3;9.54;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0304;BGM-0304;1;8.72;11.68;22.7;33.96;2.3;-;-;30.16;-;2.98;1;2.95;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0307;BGM-0307;1;0;4.17;16.36;20.3;1.95;-;-;36.15;-;1.31;5;4.17;-;1;-;-;-;-;4;4;2;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0319;BGM-0319;1;9.81;14.24;22.57;38.68;2.27;-;-;34.18;-;4.2;3;4.43;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0326;BGM-0326;10;9.72;23.52;35.43;39.9;2.63;-;-;40.52;-;8.43;3;13.79;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0340;BGM-0340;10;0;10.69;12.64;45.83;2.2;-;-;32.67;-;3;5;10.69;-;1;-;-;-;-;6;4;6;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0341;BGM-0341;1;11.89;14.37;33.68;29.9;2.13;-;-;35.32;-;4.41;5;2.47;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0356;BGM-0356;1;12.07;17.36;19.1;47.62;2.18;-;-;32.67;-;4.86;5;5.3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0360;BGM-0360;1;8.33;16.15;25;39.24;2.03;-;-;37.75;-;5.34;3;7.81;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0390;BGM-0390;1;11.89;20.31;33.85;37.5;1.83;-;-;34;-;5.96;3;8.42;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0398;BGM-0398;2;12.54;18.97;30.95;38;2.07;-;-;34.7;-;5.7;3;6.42;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0408;BGM-0408;2;17.36;20.83;25.35;45.11;2.27;-;-;39.54;-;7.27;5;3.47;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0420;BGM-0420;2;10.42;15.02;19.1;44.02;1.9;-;-;36.39;-;4.77;5;4.6;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0425;BGM-0425;2;16.67;22.57;33.85;40;2.53;-;-;37.63;-;7.44;3;5.9;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0426;BGM-0426;10;0;15.56;12.15;56.14;1.25;-;-;29.29;-;3.83;5;15.56;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0428;BGM-0428;2;13.02;20.14;35.72;36.05;2.5;-;-;38.87;-;6.89;1;7.12;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0436;BGM-0436;2;15.28;30.64;22.79;57.35;2;-;-;36.52;-;9.77;3;15.36;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0437;BGM-0437;2;0;2.53;5.1;33.12;1.67;-;-;33.91;-;0.74;5;2.53;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0438;BGM-0438;2;12.02;21.92;25.87;45.87;2.13;-;-;37.41;-;7.18;5;9.9;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0440;BGM-0440;2;15.19;22.22;17.71;55.65;2.07;-;-;35.04;-;6.75;3;7.03;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0443;BGM-0443;2;0;3.69;22.48;14.1;2.2;-;-;37.99;-;1.23;5;3.69;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0444;BGM-0444;2;15.76;25.35;25.43;49.91;1.72;-;-;33.35;-;7.27;5;9.59;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0449;BGM-0449;2;9.81;23.96;19.1;55.65;2.2;-;-;36.19;-;7.56;1;14.15;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0451;BGM-0451;2;16.23;29.34;19.97;59.51;2.05;-;-;36.05;-;9.21;1;13.11;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0460;BGM-0460;2;9.64;23;25.61;47.32;1.97;-;-;38.42;-;7.77;5;13.37;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0465;BGM-0465;2;9.59;17.93;14.19;55.81;2.03;-;-;36.19;-;5.65;3;8.33;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0476;BGM-0476;2;0;2.5;4.58;35.29;1.32;-;-;30.11;-;0.64;5;2.5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0480;BGM-0480;2;0;4.08;21.83;15.75;1.9;-;-;35.89;-;1.27;3;4.08;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0501;BGM-0501;2;6.77;11.41;10.94;51.07;1.9;-;-;34.18;-;3.37;3;4.64;-;1;-;-;-;-;2;2;3;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0507;BGM-0507;2;0;5.38;4.69;53.45;1.23;-;-;31.59;-;1.45;5;5.38;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0509;BGM-0509;2;0;2.08;12.67;14.12;2.52;-;-;32.36;-;0.58;1;2.08;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0510;BGM-0510;2;7.51;13.7;19;41.89;2.02;-;-;32.17;-;3.77;5;6.19;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0511;BGM-0511;2;0;4.43;12.75;25.79;2.63;-;-;25.9;-;0.94;3;4.43;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0512;BGM-0512;2;16.75;23.05;17.67;56.61;2.38;-;-;32.51;-;6.42;1;6.29;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0517;BGM-0517;2;17.14;23.22;37.24;38.41;2.17;-;-;37.98;-;7.74;5;6.08;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0541;BGM-0541;2;4.51;8.33;36.72;18.5;2.4;-;-;37.43;-;2.73;5;3.82;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0542;BGM-0542;2;1.74;5.73;22.57;20.25;1.9;-;-;38.76;-;1.95;5;3.99;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0543;BGM-0543;2;6.94;10.29;34.98;22.72;2.1;-;-;37.07;-;3.33;5;3.34;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0544;BGM-0544;2;8.25;15.97;30.73;34.2;2.68;-;-;36.19;-;5.04;1;7.73;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0550;BGM-0550;2;4.34;7.64;24.18;24.01;1.88;-;-;35.38;-;2.35;3;3.3;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0552;BGM-0552;2;1.74;5.47;19.44;21.95;2;-;-;37.04;-;1.77;5;3.73;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0557;BGM-0557;2;10.59;16.88;29.08;36.73;2;-;-;36.39;-;5.36;5;6.29;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0561;BGM-0561;2;0;6.77;24.31;21.79;1.8;-;-;34.63;-;2.03;3;6.77;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0563;BGM-0563;2;2.6;6.34;16.67;27.55;1.9;-;-;36.72;-;2.03;3;3.73;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0564;BGM-0564;2;0;2.96;11.4;20.62;1.6;-;-;35.69;-;0.92;5;2.96;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0575;BGM-0575;2;13.15;17.14;13.02;56.83;1.9;-;-;35.04;-;5.21;5;3.99;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0590;BGM-0590;2;14.76;28.17;10.94;72.03;2;-;-;35.18;-;8.6;3;13.41;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0591;BGM-0591;2;10.68;13.85;22.14;38.48;2.37;-;-;36.98;-;4.48;5;3.17;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0593;BGM-0593;2;12.89;21.22;20.14;51.31;2.23;-;-;37.75;-;7.02;3;8.33;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0598;BGM-0598;2;15.78;20.06;24.97;44.55;2.17;-;-;36.19;-;6.33;5;4.29;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0624;BGM-0624;2;8.59;14.45;17.01;45.93;1.65;-;-;28.61;-;3.46;5;5.86;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0625;BGM-0625;2;7.56;13.34;12.53;51.57;1.87;-;-;35.04;-;4.05;3;5.78;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0630;BGM-0630;2;0;5.59;23.82;19.01;1.9;-;-;27.84;-;1.3;5;5.59;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0631;BGM-0631;2;0;6.21;11.63;34.79;1.67;-;-;31.99;-;1.7;5;6.21;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0642;BGM-0642;2;5.21;9.38;7.42;55.81;1.8;-;-;34.66;-;2.81;3;4.17;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0654;BGM-0654;2;3.65;10.63;24.67;30.12;2.13;-;-;35.59;-;3.29;1;6.99;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0659;BGM-0659;2;11.11;17.01;35.24;32.56;2.5;-;-;31.52;-;4.57;1;5.9;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0662;BGM-0662;2;1.91;6.25;7.2;46.45;1.6;-;-;35.38;-;1.92;5;4.34;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0664;BGM-0664;2;4.34;7.2;19.01;27.48;1.87;-;-;35.85;-;2.25;5;2.86;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0666;BGM-0666;10;18.8;26.25;27.06;49.24;1.9;-;-;34.85;-;7.93;5;7.45;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0670;BGM-0670;2;0;2.37;13.92;14.55;2.1;-;-;36.26;-;0.75;1;2.37;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0677;BGM-0677;2;1.81;6.67;16.74;28.49;1.9;-;-;36.54;-;2.13;3;4.86;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0678;BGM-0678;2;1.82;4.43;6.16;41.8;1.88;-;-;34.67;-;1.33;5;2.6;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0699;BGM-0699;10;9.6;11.85;10.21;53.72;1.67;-;-;39.64;-;4.15;5;2.25;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0702;BGM-0702;3;0;5.23;8.51;38.05;1.73;-;-;36.77;-;1.68;5;5.23;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0706;BGM-0706;3;4.34;6.68;15.8;29.73;1.87;-;-;37.07;-;2.17;5;2.34;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0707;BGM-0707;3;0;5.06;29.94;14.44;1.48;-;-;36.2;-;1.59;5;5.06;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0715;BGM-0715;3;0;5.1;10.09;33.6;1.83;-;-;34.36;-;1.52;5;5.1;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0726;BGM-0726;3;0;7.53;7.66;49.6;1.85;-;-;36.05;-;2.37;3;7.53;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0733;BGM-0733;3;0;1.64;10.78;13.17;1.98;-;-;33.61;-;0.47;5;1.64;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0776;BGM-0776;3;7.42;8.79;13.35;39.72;1.77;-;-;33.17;-;2.51;5;1.37;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0779;BGM-0779;3;6.16;9.4;9.94;48.6;1.87;-;-;35.04;-;2.86;5;3.24;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0785;BGM-0785;3;17.88;25.35;26.3;49.08;1.88;-;-;33.69;-;7.36;5;7.47;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0793;BGM-0793;3;10.33;13.37;16.58;44.64;1.68;-;-;38.42;-;4.51;5;3.04;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0814;BGM-0814;3;5.9;8.77;22.14;28.37;2.13;-;-;31.65;-;2.37;5;2.86;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0820;BGM-0820;3;8.68;10.59;29.95;26.12;2.6;-;-;37.75;-;3.5;1;1.91;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0843;BGM-0843;3;16.06;21.96;34.33;39.01;2.58;-;-;36.19;-;6.93;3;5.9;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0847;BGM-0847;3;14.5;19.44;29.43;39.79;2.33;-;-;35.18;-;5.94;3;4.95;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0856;BGM-0856;3;0;2.95;15.97;15.6;2.33;-;-;38.43;-;1;3;2.95;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0863;BGM-0863;3;19.44;24.22;36.85;39.66;2.07;-;-;34;-;7.11;5;4.77;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0872;BGM-0872;3;6.94;10.85;9.98;52.08;1.98;-;-;32.67;-;3.04;3;3.91;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0873;BGM-0873;3;21.27;39.45;10.81;78.5;2.4;-;-;37.86;-;13.1;3;18.19;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0876;BGM-0876;3;9.46;13.19;29.51;30.89;2.65;-;-;38.2;-;4.43;1;3.73;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0877;BGM-0877;3;13.89;20.66;36.46;36.17;2.6;-;-;37.75;-;6.84;1;6.77;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0878;BGM-0878;3;8.77;12.41;11.81;51.25;1.33;-;-;37.75;-;4.11;5;3.65;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0889;BGM-0889;3;0;1.61;15.45;9.41;1.37;-;-;36.26;-;0.51;5;1.61;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0900;BGM-0900;3;6.25;8.77;18.01;32.74;2.2;-;-;38.87;-;3;5;2.52;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0919;BGM-0919;3;15.8;20.49;19.7;50.97;1.87;-;-;32.84;-;5.77;5;4.69;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0920;BGM-0920;3;15.36;24.57;27.99;46.74;1.93;-;-;33;-;6.96;5;9.2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0930;BGM-0930;3;11.81;17.62;10.72;62.17;1.77;-;-;25.7;-;3.71;3;5.82;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0945;BGM-0945;3;13.02;17.19;25.09;40.66;2.2;-;-;36.19;-;5.42;5;4.17;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0949;BGM-0949;3;10.76;15.06;40.76;26.98;2.13;-;-;38.2;-;5.05;5;4.3;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0954;BGM-0954;3;0;2.6;22.79;10.26;1.87;-;-;38.05;-;0.87;5;2.6;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0960;BGM-0960;3;0;1.52;16.23;8.56;2.1;-;-;36.3;-;0.48;5;1.52;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0961;BGM-0961;3;0;5.21;26.65;16.35;2.37;-;-;36.66;-;1.67;3;5.21;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0966;BGM-0966;3;9.2;15.28;14.19;51.84;1.78;-;-;36.52;-;4.87;5;6.08;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0974;BGM-0974;3;4.51;7.25;13.08;35.65;1.87;-;-;37.5;-;2.38;5;2.74;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0976;BGM-0976;3;5.92;8.31;7.69;51.93;1.73;-;-;36.39;-;2.64;5;2.39;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-0986;BGM-0986;3;0;4.17;20.7;16.75;1.93;-;-;35.89;-;1.3;5;4.17;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-1015;BGM-1015;3;0;4.73;6.98;40.38;1.73;-;-;31.1;-;1.25;5;4.73;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-1025;BGM-1025;3;0;4.17;7.73;35.04;1.95;-;-;26.88;-;0.93;5;4.17;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-1091;BGM-1091;3;10.5;15.54;9.46;62.15;2;-;-;26.33;-;3.37;5;5.03;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-1103;BGM-1103;10;0;5.42;8.89;37.86;2.2;-;-;34.93;-;1.64;1;5.42;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-1105;BGM-1105;3;11.72;20.23;29.17;40.95;2.15;-;-;32.67;-;5.67;1;8.51;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-1106;BGM-1106;3;12.2;19.79;31.29;38.74;2.2;-;-;38.97;-;6.79;5;7.6;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-1107;BGM-1107;3;7.47;10.85;17.01;38.94;1.75;-;-;35.72;-;3.37;3;3.39;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-1110;BGM-1110;3;5.64;7.55;9.9;43.28;1.73;-;-;30.98;-;1.99;5;1.91;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-1111;BGM-1111;3;5.25;8.38;5.73;59.38;1.27;-;-;31.8;-;2.27;5;3.13;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-1115;BGM-1115;3;4.34;6.68;13.45;33.19;1.52;-;-;33.84;-;1.95;5;2.34;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-1118;BGM-1118;3;10.68;16.41;18.49;47.01;2.03;-;-;33.69;-;4.76;5;5.73;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-1119;BGM-1119;3;9.11;14.06;17.62;44.38;1.87;-;-;35.04;-;4.27;5;4.95;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-1120;BGM-1120;3;8.46;13.24;23;36.53;2.07;-;-;35.72;-;4.11;5;4.77;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-1126;BGM-1126;9;6.81;13.32;16.53;44.63;1.97;-;-;36.52;-;4.25;5;6.51;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-1127;BGM-1127;3;5.21;7.55;7.99;48.6;1.77;-;-;32.67;-;2.12;5;2.34;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-1133;BGM-1133;10;0;2.92;4.86;37.5;2.1;-;-;34.55;-;0.87;5;2.92;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-1134;BGM-1134;3;0;5.12;19.62;20.7;2.13;-;-;34.88;-;1.55;3;5.12;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-1137;BGM-1137;3;4.34;6.77;11.46;37.14;2.18;-;-;35.32;-;2.08;5;2.43;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-1142;BGM-1142;3;3.6;6.47;25.87;20;2.17;-;-;36.75;-;2.08;5;2.86;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2015;BAG1-2;CNPMF;BGM-1148;BGM-1148;10;4.77;6.51;7.81;45.45;2.5;-;-;37.53;-;2.14;3;1.74;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-
